Points:0,Points:1,Points:2,Point ID,Block Number
0.00301735,0.00344063,0,0,5
0.00279305,0.00318486,0,1,5
0.00255079,0.00290862,0,2,5
0.00228914,0.00261026,0,3,5
0.00200653,0.00228801,0,4,5
0.00170131,0.00193997,0,5,5
0.00137164,0.00156406,0,6,5
0.00101558,0.00115805,0,7,5
0.00063102,0.000719541,0,8,5
0.000287559,0.000327898,0,9,5
0.00254245,0.00380504,0,10,5
0.00235345,0.00352218,0,11,5
0.00214932,0.00321668,0,12,5
0.00192884,0.00288672,0,13,5
0.00169072,0.00253034,0,14,5
0.00143353,0.00214543,0,15,5
0.00115576,0.00172971,0,16,5
0.000855739,0.0012807,0,17,5
0.000531703,0.000795749,0,18,5
0.000242299,0.000362626,0,19,5
0.00202404,0.00410434,0,20,5
0.00187358,0.00379924,0,21,5
0.00171107,0.0034697,0,22,5
0.00153555,0.00311379,0,23,5
0.00134598,0.00272938,0,24,5
0.00114123,0.00231419,0,25,5
0.000920096,0.00186577,0,26,5
0.000681253,0.00138144,0,27,5
0.000423288,0.000858343,0,28,5
0.000192894,0.00039115,0,29,5
0.001471,0.00433342,0,30,5
0.00136165,0.00401128,0,31,5
0.00124354,0.00366336,0,32,5
0.00111598,0.00328758,0,33,5
0.00097821,0.00288171,0,34,5
0.000829408,0.00244336,0,35,5
0.000668692,0.0019699,0,36,5
0.00049511,0.00145855,0,37,5
0.00030763,0.00090625,0,38,5
0.000140188,0.000412982,0,39,5
0.000892788,0.00448835,0,40,5
0.000826421,0.0041547,0,41,5
0.00075474,0.00379433,0,42,5
0.00067732,0.00340512,0,43,5
0.000593702,0.00298474,0,44,5
0.00050339,0.00253071,0,45,5
0.000405847,0.00204033,0,46,5
0.000300496,0.00151069,0,47,5
0.000186709,0.00093865,0,48,5
8.50842e-05,0.000427747,0,49,5
0.000299303,0.00456648,0,50,5
0.000277054,0.00422702,0,51,5
0.000253023,0.00386039,0,52,5
0.000227068,0.0034644,0,53,5
0.000199036,0.0030367,0,54,5
0.000168759,0.00257477,0,55,5
0.000136058,0.00207585,0,56,5
0.00010074,0.00153699,0,57,5
6.25934e-05,0.000954991,0,58,5
2.85241e-05,0.000435193,0,59,5
-0.000299303,0.00456648,0,60,5
-0.000277054,0.00422702,0,61,5
-0.000253023,0.00386039,0,62,5
-0.000227068,0.0034644,0,63,5
-0.000199036,0.0030367,0,64,5
-0.000168759,0.00257477,0,65,5
-0.000136058,0.00207585,0,66,5
-0.00010074,0.00153699,0,67,5
-6.25934e-05,0.000954991,0,68,5
-2.85241e-05,0.000435193,0,69,5
-0.000892788,0.00448835,0,70,5
-0.000826421,0.0041547,0,71,5
-0.00075474,0.00379433,0,72,5
-0.00067732,0.00340512,0,73,5
-0.000593702,0.00298474,0,74,5
-0.00050339,0.00253071,0,75,5
-0.000405847,0.00204033,0,76,5
-0.000300496,0.00151069,0,77,5
-0.000186709,0.00093865,0,78,5
-8.50842e-05,0.000427747,0,79,5
-0.001471,0.00433342,0,80,5
-0.00136165,0.00401128,0,81,5
-0.00124354,0.00366336,0,82,5
-0.00111598,0.00328758,0,83,5
-0.00097821,0.00288171,0,84,5
-0.000829408,0.00244336,0,85,5
-0.000668692,0.0019699,0,86,5
-0.00049511,0.00145855,0,87,5
-0.00030763,0.00090625,0,88,5
-0.000140188,0.000412982,0,89,5
-0.00202404,0.00410434,0,90,5
-0.00187358,0.00379924,0,91,5
-0.00171107,0.0034697,0,92,5
-0.00153555,0.00311379,0,93,5
-0.00134598,0.00272938,0,94,5
-0.00114123,0.00231419,0,95,5
-0.000920096,0.00186577,0,96,5
-0.000681253,0.00138144,0,97,5
-0.000423288,0.000858343,0,98,5
-0.000192894,0.00039115,0,99,5
-0.00254245,0.00380504,0,100,5
-0.00235345,0.00352218,0,101,5
-0.00214932,0.00321668,0,102,5
-0.00192884,0.00288672,0,103,5
-0.00169072,0.00253034,0,104,5
-0.00143353,0.00214543,0,105,5
-0.00115576,0.00172971,0,106,5
-0.000855739,0.0012807,0,107,5
-0.000531703,0.000795749,0,108,5
-0.000242299,0.000362626,0,109,5
-0.00301735,0.00344063,0,110,5
-0.00279305,0.00318486,0,111,5
-0.00255079,0.00290862,0,112,5
-0.00228914,0.00261026,0,113,5
-0.00200653,0.00228801,0,114,5
-0.00170131,0.00193997,0,115,5
-0.00137164,0.00156406,0,116,5
-0.00101558,0.00115805,0,117,5
-0.00063102,0.000719541,0,118,5
-0.000287559,0.000327898,0,119,5
-0.00344063,0.00301735,0,120,5
-0.00318486,0.00279305,0,121,5
-0.00290862,0.00255079,0,122,5
-0.00261026,0.00228914,0,123,5
-0.00228801,0.00200653,0,124,5
-0.00193997,0.00170131,0,125,5
-0.00156406,0.00137164,0,126,5
-0.00115805,0.00101558,0,127,5
-0.000719541,0.00063102,0,128,5
-0.000327898,0.000287559,0,129,5
-0.00380504,0.00254245,0,130,5
-0.00352218,0.00235345,0,131,5
-0.00321668,0.00214932,0,132,5
-0.00288672,0.00192884,0,133,5
-0.00253034,0.00169072,0,134,5
-0.00214543,0.00143353,0,135,5
-0.00172971,0.00115576,0,136,5
-0.0012807,0.000855739,0,137,5
-0.000795749,0.000531703,0,138,5
-0.000362626,0.000242299,0,139,5
-0.00410434,0.00202404,0,140,5
-0.00379924,0.00187358,0,141,5
-0.0034697,0.00171107,0,142,5
-0.00311379,0.00153555,0,143,5
-0.00272938,0.00134598,0,144,5
-0.00231419,0.00114123,0,145,5
-0.00186577,0.000920096,0,146,5
-0.00138144,0.000681253,0,147,5
-0.000858343,0.000423288,0,148,5
-0.00039115,0.000192894,0,149,5
-0.00433342,0.001471,0,150,5
-0.00401128,0.00136165,0,151,5
-0.00366336,0.00124354,0,152,5
-0.00328758,0.00111598,0,153,5
-0.00288171,0.00097821,0,154,5
-0.00244336,0.000829408,0,155,5
-0.0019699,0.000668692,0,156,5
-0.00145855,0.00049511,0,157,5
-0.00090625,0.00030763,0,158,5
-0.000412982,0.000140188,0,159,5
-0.00448835,0.000892788,0,160,5
-0.0041547,0.000826421,0,161,5
-0.00379433,0.00075474,0,162,5
-0.00340512,0.00067732,0,163,5
-0.00298474,0.000593702,0,164,5
-0.00253071,0.00050339,0,165,5
-0.00204033,0.000405847,0,166,5
-0.00151069,0.000300496,0,167,5
-0.00093865,0.000186709,0,168,5
-0.000427747,8.50842e-05,0,169,5
-0.00456648,0.000299303,0,170,5
-0.00422702,0.000277054,0,171,5
-0.00386039,0.000253023,0,172,5
-0.0034644,0.000227068,0,173,5
-0.0030367,0.000199036,0,174,5
-0.00257477,0.000168759,0,175,5
-0.00207585,0.000136058,0,176,5
-0.00153699,0.00010074,0,177,5
-0.000954991,6.25934e-05,0,178,5
-0.000435193,2.85241e-05,0,179,5
-0.00456648,-0.000299303,0,180,5
-0.00422702,-0.000277054,0,181,5
-0.00386039,-0.000253023,0,182,5
-0.0034644,-0.000227068,0,183,5
-0.0030367,-0.000199036,0,184,5
-0.00257477,-0.000168759,0,185,5
-0.00207585,-0.000136058,0,186,5
-0.00153699,-0.00010074,0,187,5
-0.000954991,-6.25934e-05,0,188,5
-0.000435193,-2.85241e-05,0,189,5
-0.00448835,-0.000892788,0,190,5
-0.0041547,-0.000826421,0,191,5
-0.00379433,-0.00075474,0,192,5
-0.00340512,-0.00067732,0,193,5
-0.00298474,-0.000593702,0,194,5
-0.00253071,-0.00050339,0,195,5
-0.00204033,-0.000405847,0,196,5
-0.00151069,-0.000300496,0,197,5
-0.00093865,-0.000186709,0,198,5
-0.000427747,-8.50842e-05,0,199,5
-0.00433342,-0.001471,0,200,5
-0.00401128,-0.00136165,0,201,5
-0.00366336,-0.00124354,0,202,5
-0.00328758,-0.00111598,0,203,5
-0.00288171,-0.00097821,0,204,5
-0.00244336,-0.000829408,0,205,5
-0.0019699,-0.000668692,0,206,5
-0.00145855,-0.00049511,0,207,5
-0.00090625,-0.00030763,0,208,5
-0.000412982,-0.000140188,0,209,5
-0.00410434,-0.00202404,0,210,5
-0.00379924,-0.00187358,0,211,5
-0.0034697,-0.00171107,0,212,5
-0.00311379,-0.00153555,0,213,5
-0.00272938,-0.00134598,0,214,5
-0.00231419,-0.00114123,0,215,5
-0.00186577,-0.000920096,0,216,5
-0.00138144,-0.000681253,0,217,5
-0.000858343,-0.000423288,0,218,5
-0.00039115,-0.000192894,0,219,5
-0.00380504,-0.00254245,0,220,5
-0.00352218,-0.00235345,0,221,5
-0.00321668,-0.00214932,0,222,5
-0.00288672,-0.00192884,0,223,5
-0.00253034,-0.00169072,0,224,5
-0.00214543,-0.00143353,0,225,5
-0.00172971,-0.00115576,0,226,5
-0.0012807,-0.000855739,0,227,5
-0.000795749,-0.000531703,0,228,5
-0.000362626,-0.000242299,0,229,5
-0.00344063,-0.00301735,0,230,5
-0.00318486,-0.00279305,0,231,5
-0.00290862,-0.00255079,0,232,5
-0.00261026,-0.00228914,0,233,5
-0.00228801,-0.00200653,0,234,5
-0.00193997,-0.00170131,0,235,5
-0.00156406,-0.00137164,0,236,5
-0.00115805,-0.00101558,0,237,5
-0.000719541,-0.00063102,0,238,5
-0.000327898,-0.000287559,0,239,5
-0.00301735,-0.00344063,0,240,5
-0.00279305,-0.00318486,0,241,5
-0.00255079,-0.00290862,0,242,5
-0.00228914,-0.00261026,0,243,5
-0.00200653,-0.00228801,0,244,5
-0.00170131,-0.00193997,0,245,5
-0.00137164,-0.00156406,0,246,5
-0.00101558,-0.00115805,0,247,5
-0.00063102,-0.000719541,0,248,5
-0.000287559,-0.000327898,0,249,5
-0.00254245,-0.00380504,0,250,5
-0.00235345,-0.00352218,0,251,5
-0.00214932,-0.00321668,0,252,5
-0.00192884,-0.00288672,0,253,5
-0.00169072,-0.00253034,0,254,5
-0.00143353,-0.00214543,0,255,5
-0.00115576,-0.00172971,0,256,5
-0.000855739,-0.0012807,0,257,5
-0.000531703,-0.000795749,0,258,5
-0.000242299,-0.000362626,0,259,5
-0.00202404,-0.00410434,0,260,5
-0.00187358,-0.00379924,0,261,5
-0.00171107,-0.0034697,0,262,5
-0.00153555,-0.00311379,0,263,5
-0.00134598,-0.00272938,0,264,5
-0.00114123,-0.00231419,0,265,5
-0.000920096,-0.00186577,0,266,5
-0.000681253,-0.00138144,0,267,5
-0.000423288,-0.000858343,0,268,5
-0.000192894,-0.00039115,0,269,5
-0.001471,-0.00433342,0,270,5
-0.00136165,-0.00401128,0,271,5
-0.00124354,-0.00366336,0,272,5
-0.00111598,-0.00328758,0,273,5
-0.00097821,-0.00288171,0,274,5
-0.000829408,-0.00244336,0,275,5
-0.000668692,-0.0019699,0,276,5
-0.00049511,-0.00145855,0,277,5
-0.00030763,-0.00090625,0,278,5
-0.000140188,-0.000412982,0,279,5
-0.000892788,-0.00448835,0,280,5
-0.000826421,-0.0041547,0,281,5
-0.00075474,-0.00379433,0,282,5
-0.00067732,-0.00340512,0,283,5
-0.000593702,-0.00298474,0,284,5
-0.00050339,-0.00253071,0,285,5
-0.000405847,-0.00204033,0,286,5
-0.000300496,-0.00151069,0,287,5
-0.000186709,-0.00093865,0,288,5
-8.50842e-05,-0.000427747,0,289,5
-0.000299303,-0.00456648,0,290,5
-0.000277054,-0.00422702,0,291,5
-0.000253023,-0.00386039,0,292,5
-0.000227068,-0.0034644,0,293,5
-0.000199036,-0.0030367,0,294,5
-0.000168759,-0.00257477,0,295,5
-0.000136058,-0.00207585,0,296,5
-0.00010074,-0.00153699,0,297,5
-6.25934e-05,-0.000954991,0,298,5
-2.85241e-05,-0.000435193,0,299,5
0.000299303,-0.00456648,0,300,5
0.000277054,-0.00422702,0,301,5
0.000253023,-0.00386039,0,302,5
0.000227068,-0.0034644,0,303,5
0.000199036,-0.0030367,0,304,5
0.000168759,-0.00257477,0,305,5
0.000136058,-0.00207585,0,306,5
0.00010074,-0.00153699,0,307,5
6.25934e-05,-0.000954991,0,308,5
2.85241e-05,-0.000435193,0,309,5
0.000892788,-0.00448835,0,310,5
0.000826421,-0.0041547,0,311,5
0.00075474,-0.00379433,0,312,5
0.00067732,-0.00340512,0,313,5
0.000593702,-0.00298474,0,314,5
0.00050339,-0.00253071,0,315,5
0.000405847,-0.00204033,0,316,5
0.000300496,-0.00151069,0,317,5
0.000186709,-0.00093865,0,318,5
8.50842e-05,-0.000427747,0,319,5
0.001471,-0.00433342,0,320,5
0.00136165,-0.00401128,0,321,5
0.00124354,-0.00366336,0,322,5
0.00111598,-0.00328758,0,323,5
0.00097821,-0.00288171,0,324,5
0.000829408,-0.00244336,0,325,5
0.000668692,-0.0019699,0,326,5
0.00049511,-0.00145855,0,327,5
0.00030763,-0.00090625,0,328,5
0.000140188,-0.000412982,0,329,5
0.00202404,-0.00410434,0,330,5
0.00187358,-0.00379924,0,331,5
0.00171107,-0.0034697,0,332,5
0.00153555,-0.00311379,0,333,5
0.00134598,-0.00272938,0,334,5
0.00114123,-0.00231419,0,335,5
0.000920096,-0.00186577,0,336,5
0.000681253,-0.00138144,0,337,5
0.000423288,-0.000858343,0,338,5
0.000192894,-0.00039115,0,339,5
0.00254245,-0.00380504,0,340,5
0.00235345,-0.00352218,0,341,5
0.00214932,-0.00321668,0,342,5
0.00192884,-0.00288672,0,343,5
0.00169072,-0.00253034,0,344,5
0.00143353,-0.00214543,0,345,5
0.00115576,-0.00172971,0,346,5
0.000855739,-0.0012807,0,347,5
0.000531703,-0.000795749,0,348,5
0.000242299,-0.000362626,0,349,5
0.00301735,-0.00344063,0,350,5
0.00279305,-0.00318486,0,351,5
0.00255079,-0.00290862,0,352,5
0.00228914,-0.00261026,0,353,5
0.00200653,-0.00228801,0,354,5
0.00170131,-0.00193997,0,355,5
0.00137164,-0.00156406,0,356,5
0.00101558,-0.00115805,0,357,5
0.00063102,-0.000719541,0,358,5
0.000287559,-0.000327898,0,359,5
0.00344063,-0.00301735,0,360,5
0.00318486,-0.00279305,0,361,5
0.00290862,-0.00255079,0,362,5
0.00261026,-0.00228914,0,363,5
0.00228801,-0.00200653,0,364,5
0.00193997,-0.00170131,0,365,5
0.00156406,-0.00137164,0,366,5
0.00115805,-0.00101558,0,367,5
0.000719541,-0.00063102,0,368,5
0.000327898,-0.000287559,0,369,5
0.00380504,-0.00254245,0,370,5
0.00352218,-0.00235345,0,371,5
0.00321668,-0.00214932,0,372,5
0.00288672,-0.00192884,0,373,5
0.00253034,-0.00169072,0,374,5
0.00214543,-0.00143353,0,375,5
0.00172971,-0.00115576,0,376,5
0.0012807,-0.000855739,0,377,5
0.000795749,-0.000531703,0,378,5
0.000362626,-0.000242299,0,379,5
0.00410434,-0.00202404,0,380,5
0.00379924,-0.00187358,0,381,5
0.0034697,-0.00171107,0,382,5
0.00311379,-0.00153555,0,383,5
0.00272938,-0.00134598,0,384,5
0.00231419,-0.00114123,0,385,5
0.00186577,-0.000920096,0,386,5
0.00138144,-0.000681253,0,387,5
0.000858343,-0.000423288,0,388,5
0.00039115,-0.000192894,0,389,5
0.00433342,-0.001471,0,390,5
0.00401128,-0.00136165,0,391,5
0.00366336,-0.00124354,0,392,5
0.00328758,-0.00111598,0,393,5
0.00288171,-0.00097821,0,394,5
0.00244336,-0.000829408,0,395,5
0.0019699,-0.000668692,0,396,5
0.00145855,-0.00049511,0,397,5
0.00090625,-0.00030763,0,398,5
0.000412982,-0.000140188,0,399,5
0.00448835,-0.000892788,0,400,5
0.0041547,-0.000826421,0,401,5
0.00379433,-0.00075474,0,402,5
0.00340512,-0.00067732,0,403,5
0.00298474,-0.000593702,0,404,5
0.00253071,-0.00050339,0,405,5
0.00204033,-0.000405847,0,406,5
0.00151069,-0.000300496,0,407,5
0.00093865,-0.000186709,0,408,5
0.000427747,-8.50842e-05,0,409,5
0.00456648,-0.000299303,0,410,5
0.00422702,-0.000277054,0,411,5
0.00386039,-0.000253023,0,412,5
0.0034644,-0.000227068,0,413,5
0.0030367,-0.000199036,0,414,5
0.00257477,-0.000168759,0,415,5
0.00207585,-0.000136058,0,416,5
0.00153699,-0.00010074,0,417,5
0.000954991,-6.25934e-05,0,418,5
0.000435193,-2.85241e-05,0,419,5
0.00456648,0.000299303,0,420,5
0.00422702,0.000277054,0,421,5
0.00386039,0.000253023,0,422,5
0.0034644,0.000227068,0,423,5
0.0030367,0.000199036,0,424,5
0.00257477,0.000168759,0,425,5
0.00207585,0.000136058,0,426,5
0.00153699,0.00010074,0,427,5
0.000954991,6.25934e-05,0,428,5
0.000435193,2.85241e-05,0,429,5
0.00448835,0.000892788,0,430,5
0.0041547,0.000826421,0,431,5
0.00379433,0.00075474,0,432,5
0.00340512,0.00067732,0,433,5
0.00298474,0.000593702,0,434,5
0.00253071,0.00050339,0,435,5
0.00204033,0.000405847,0,436,5
0.00151069,0.000300496,0,437,5
0.00093865,0.000186709,0,438,5
0.000427747,8.50842e-05,0,439,5
0.00433342,0.001471,0,440,5
0.00401128,0.00136165,0,441,5
0.00366336,0.00124354,0,442,5
0.00328758,0.00111598,0,443,5
0.00288171,0.00097821,0,444,5
0.00244336,0.000829408,0,445,5
0.0019699,0.000668692,0,446,5
0.00145855,0.00049511,0,447,5
0.00090625,0.00030763,0,448,5
0.000412982,0.000140188,0,449,5
0.00410434,0.00202404,0,450,5
0.00379924,0.00187358,0,451,5
0.0034697,0.00171107,0,452,5
0.00311379,0.00153555,0,453,5
0.00272938,0.00134598,0,454,5
0.00231419,0.00114123,0,455,5
0.00186577,0.000920096,0,456,5
0.00138144,0.000681253,0,457,5
0.000858343,0.000423288,0,458,5
0.00039115,0.000192894,0,459,5
0.00380504,0.00254245,0,460,5
0.00352218,0.00235345,0,461,5
0.00321668,0.00214932,0,462,5
0.00288672,0.00192884,0,463,5
0.00253034,0.00169072,0,464,5
0.00214543,0.00143353,0,465,5
0.00172971,0.00115576,0,466,5
0.0012807,0.000855739,0,467,5
0.000795749,0.000531703,0,468,5
0.000362626,0.000242299,0,469,5
0.00344063,0.00301735,0,470,5
0.00318486,0.00279305,0,471,5
0.00290862,0.00255079,0,472,5
0.00261026,0.00228914,0,473,5
0.00228801,0.00200653,0,474,5
0.00193997,0.00170131,0,475,5
0.00156406,0.00137164,0,476,5
0.00115805,0.00101558,0,477,5
0.000719541,0.00063102,0,478,5
0.000327898,0.000287559,0,479,5
